1961,796,2652,2121,3,7,58,1777028#uXpjkrgGajBgenc7P,18549294,19110884,5890881,2019-08-27 19:18:24.000,10577927.0000
1962,1617,206,2280,2,8,36,8044831#Kwr7f15Atn2e5QjLX,18728116,4558075,3969479,2020-01-11 12:26:02.000,-8668603.5000
1963,1391,776,885,2,6,42,5280126#QtsUKrD3drKMF6EBu,4289113,-17656819,-18308585,2019-10-24 12:06:58.000,14833107.3100
1964,1332,2073,2351,2,2,57,17080525#XG6G1kfeQ5l9d0pbb,12268280,-880945,5123878,2020-02-05 04:23:40.000,-13203334.0000
1965,333,1111,1998,2,13,29,9327863#V5hc4u5G6pZSBAD2O,-15159598,-7286657,-11617037,2019-09-04 06:28:19.000,13585149.5000
1966,36,849,1913,3,3,46,5662527#K0XvHTlwgTAt8UCbg,10144938,18282161,-18747579,2019-11-28 16:51:20.000,-4211917.9200
1967,1060,1237,978,2,8,15,15755785#VOTP3xPXDIQQieex3,12204367,16450104,-663529,2020-02-14 11:24:33.000,10304718.5400
1968,1905,1786,1174,3,10,35,4082428#A0OgAQC7loZZTGLuh,5425705,7249664,-18782105,2020-02-17 02:20:27.000,18011824.0000
1969,2344,2539,4314,2,6,66,13983171#zxo6xW6IvEH5QGypp,-15279025,-11283561,-10935852,2019-09-29 10:08:28.000,5120573.0000
1970,1529,1880,674,1,11,48,12136392#WjJ5e5eArBxEn1wqm,-3561161,19652285,179361,2019-09-21 12:33:06.000,-14392192.0000
1971,1196,2228,3018,1,4,18,11575723#x8U4LsMLB3V2me56y,-4074167,-16743344,13863620,2019-09-09 06:05:41.000,2979607.5200
1972,929,2007,2815,3,6,21,2407302#5GTRTi4geKcBjhRdy,-7942670,13892623,-14884919,2019-12-13 19:22:03.000,-4943000.0000
1973,918,1977,3777,2,9,19,14972480#kB47AZuNXUknu3g6f,11828515,-15828063,9531763,2019-12-28 04:25:14.000,-140052.0000
1974,360,2630,2950,3,12,46,1120523#bJFrG4XIWJce0sHUs,15018483,18831134,-9247138,2019-11-23 16:45:06.000,-16910461.0000
1975,1492,2506,2382,2,9,62,8914498#jtG9G0Dwx1BOEA9vX,-17968891,-5002678,15704630,2019-10-27 19:19:19.000,2978176.5000
1976,40,2584,3928,1,13,12,15163963#MjX7L8nX9JLJg4daH,-2778349,-12299431,19721164,2020-01-22 15:25:24.000,-4237506.0000
1977,2173,1738,3786,3,14,67,3274592#HSrJeLD8YL4JIFfqB,-5115191,9535405,19664318,2019-12-27 18:05:19.000,-3923781.6400
1978,1075,1658,1513,1,12,9,10589224#fjdqPI4ivAwyDobZ3,1307067,6987418,-3642527,2019-10-04 13:02:28.000,3096650.0000
1979,360,1161,2624,1,6,66,968985#tG8175VUPfbpaRCNb,16695055,-7975052,-1428309,2020-01-11 07:26:28.000,-6159001.5000
1980,1409,2194,2003,1,1,33,2194483#63n4Sb7AX4IWl0kCT,-9785082,-16505027,541793,2019-11-30 02:10:06.000,9658704.0000
1981,1639,796,2190,2,14,14,5592828#k54YSrH4HVrx4W8tK,16507725,12139785,-7136058,2019-10-21 16:23:35.000,-16224460.2500
1982,2202,1225,2018,1,5,71,10522548#VEgPHxhdtAtOcYoaS,19308001,2582310,7305271,2019-10-23 03:35:46.000,970410.0000
1983,1951,365,1114,1,11,52,11735056#MxU0mEqPPIEn2pSTt,-6432926,-15366217,7492542,2019-11-12 04:40:44.000,13166542.0000
1984,2304,583,3875,1,11,1,17927735#bjpZ8AMpNrpnVqk3i,19197650,9225114,-10583754,2019-12-28 05:32:29.000,-5387904.0000
1985,479,2454,1861,1,13,17,18896944#Z6nlmeGd3ouAg8XtD,17147395,17586201,-859853,2020-02-01 11:40:36.000,-928232.0000
1986,149,1081,4282,1,3,46,5556315#5o6nLJSRUArDhSvKm,2299570,-6978380,10302801,2020-03-02 04:05:25.000,-319311.4800
1987,580,2200,781,3,13,58,17599603#4rgQqCMsBhEp06KYn,4538439,15609444,-19496108,2019-12-28 20:45:58.000,-14680582.5000
1988,1586,280,1840,2,5,66,9879411#6TfaKJFuH340gGvs6,-5303219,2882127,2896347,2019-11-03 20:50:31.000,14828564.0000
1989,87,513,2462,3,10,52,4479849#kWdwN5yGU7bATBTwb,3643976,-7442307,-843033,2019-12-22 20:53:44.000,-4368445.4300
1990,2316,1092,3723,1,12,11,8554388#9P6v3LSJKZtfIpJCU,1735771,-14033015,-10812503,2019-12-01 04:32:24.000,-5485801.0000
1991,183,1401,146,2,1,59,4323942#Zc5mUbSeIuicqlgz8,-16404787,-17151392,-8650138,2019-11-19 16:57:24.000,18888057.5000
1992,706,2115,3028,1,8,40,925728#66YU9XCVzaLugMNzY,-17039700,2000725,-19044418,2019-12-01 14:34:15.000,3393540.0000
1993,1472,1293,3729,2,4,5,16838275#R2pHViGVa0iSJYWib,10911114,-19441205,18062019,2019-11-22 21:24:09.000,4616772.5000
1994,1377,536,3610,3,6,40,4184692#4pSGDIdBMIQBF6fh7,-6637601,19101698,15304835,2020-02-18 01:50:08.000,7558844.0000
1995,1462,776,3526,3,4,38,4819468#1dt4fUuX33QOMFht9,8076629,6823807,1118558,2020-01-15 11:53:57.000,16849733.5000
1996,1278,322,1452,3,14,61,4518655#8nd1HwvxBau5eePKN,2960642,-14331068,12898653,2020-01-08 21:48:04.000,-3248082.0000
1997,2305,2232,551,3,7,57,1274579#V06NoHMlMYfrXx9cQ,6535382,-5880045,-17503170,2019-12-08 13:04:52.000,-10171331.8800
1998,886,2447,10,3,9,34,10979040#WHwV2HnuFVzzbNqof,1908458,14232950,9511049,2020-02-14 05:32:56.000,-7744686.0000
1999,484,820,295,3,6,25,17260706#QnFx2Zq3whf9eO5w9,8558851,-1973724,16340668,2020-02-24 15:14:21.000,-10567972.5000
2000,1277,2432,1924,2,10,19,11997210#Hu8SGdKdXJZxbz9J4,-7247983,1842085,1044032,2020-02-22 21:23:35.000,-13105488.0000
2001,1479,1988,1527,3,9,20,1809244#PRNY3hDZKWmqnJBT9,-15243014,-19073432,-1946540,2019-12-29 19:42:40.000,8089233.7500
2002,933,1255,4253,1,8,67,6632771#FLFKf6QSdJwYzTKhk,-5824928,-14042800,-11921706,2020-01-12 23:13:23.000,-5913953.0000
2003,1074,2617,371,2,3,58,18285179#bVbGoAwVd6jG8StSp,8910110,8656394,-14106103,2020-03-12 06:04:13.000,-13170475.0000
2004,2398,2065,3058,2,10,24,4726354#ph9FAt1jY4EBwftA2,15177461,-4787564,12263121,2020-02-03 07:26:45.000,7439107.0000
2005,2167,1060,2471,1,11,25,13989622#oD420CqEMSXuCnmtz,-19401112,-972309,17187789,2020-01-30 14:29:42.000,5441761.0000
2006,1030,1834,3313,2,10,49,14586687#sbF5w0SgzFZNamQMJ,14502521,-1329111,-10907066,2020-03-06 10:42:42.000,2032292.0000
2007,538,1237,1018,2,9,24,9254908#PLSVQnaUW9TK6OgZE,2656101,-8992425,10902615,2020-01-12 04:33:12.000,19597276.2000
2008,2321,413,2160,2,12,64,11480328#cntHYOePtjqGIlLlC,16704854,-7811548,15967869,2020-02-22 16:45:11.000,-1202521.4400
2009,1038,616,811,1,4,54,4170966#whwWwzAZEEhJjxz3l,4712572,887109,11785124,2020-01-27 22:31:36.000,14707083.5000
2010,234,1661,4316,2,4,59,3713111#FDwrL1GZvW5oBTg56,-566400,-9719382,-19104581,2020-02-04 09:30:06.000,19907591.0000
2011,2042,665,444,2,1,58,1822138#yrYsVEWsKwcdRPx0V,19022194,19597958,6041257,2020-01-31 14:36:16.000,10847477.0000
2012,142,1448,2655,1,11,20,8249775#J40eSGpX6rGgXd71O,19205425,4674421,4070520,2020-03-02 07:23:50.000,-8889741.0000
2013,2043,2477,2554,2,13,9,5414603#4rgQqCMsBhEp06KYn,4398138,-18106647,-18774840,2020-02-16 20:01:43.000,15211075.8100
2014,54,1923,2770,3,11,56,17515285#iAaSBShTJfsAu0Zzt,12580430,-903474,5254460,2020-03-08 10:06:37.000,-13539559.0000
2015,1015,2348,3553,3,6,54,9564967#4vVrCJ7zuZgJzf7y3,-15545148,-7472224,-11912721,2020-02-12 07:21:07.000,13930924.5000
2016,2022,1060,510,1,10,9,5806472#8BL6OdEISoyAA2Rf9,10402978,18746965,-19224214,2020-02-28 01:37:43.000,-4319073.9200
2017,2035,2217,1664,2,3,71,16156264#qcEDccPWp7StboBU4,12514600,16868230,-680355,2020-03-11 08:53:27.000,10566599.5400
2018,1445,996,4429,2,12,23,4186007#Sx2RvUIWPE3HvGmZI,5563380,7433972,-19259352,2020-03-12 03:31:21.000,18469324.0000
2019,178,411,3617,1,13,47,14338125#Ft4fnJCB0f8rspqvs,-15667225,-11570113,-11213734,2020-02-26 12:05:37.000,5250823.0000
2020,2312,2021,3658,3,6,47,12444256#r7NhWkXo2tXW7uG43,-3651305,20151193,183989,2020-02-28 12:20:53.000,-14757392.0000
2021,162,2123,1523,3,12,72,11869306#7FjxgW2xeubgaj7Cr,-4177704,-17167856,14215540,2020-03-01 13:38:38.000,3055263.5200
2022,2410,577,1470,2,11,13,2468207#L9KZzOXHCvvzw6yac,-8144220,14244758,-15262418,2020-03-10 06:23:12.000,-5068300.0000
2023,2108,1387,2511,3,5,60,15351664#HrUdz5LX2cxK27DOy,12128077,-16229082,9773466,2020-03-12 12:01:25.000,-143852.0000
2024,1626,488,3500,3,9,55,1148885#gEHUxD53TwuMRg8ql,15398733,19308062,-9481540,2020-03-13 07:14:17.000,-17338636.0000
2025,1737,361,2002,2,14,28,9140101#ig2ePEspwPpFQ4tpW,-18423591,-5129456,16102030,2020-03-15 12:19:40.000,3053551.5000
